announce_date,number_of_suspected_case_repoted_to_cdc,number_of_excluded_cases,number_of_abroad_positive_cases,number_of_local_positive_cases,number_of_positive_cases_from_panshi_ship,number_of_unknown_positive_cases,dead,recovery,hospital_quarantine_reported,note,reference
2021-12-06,4546922.0,4528043.0,2018.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計 4,546,922例新型冠狀病毒肺炎相關通報(含4,528,043例排除)，其中16,662例確診，分別為2,018例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/XIxEY8HS7u87sxrY5rsZcw?typeid=9
2021-12-05,4536780.0,4518083.0,2008.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,536,780例新型冠狀病毒肺炎相關通報(含4,518,083例排除)，其中16,652例確診，分別為2,008例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/QyP53F_Wz5w2aH-FyMZoYA?typeid=9
2021-12-04,4523528.0,4504860.0,2004.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,523,528例新型冠狀病毒肺炎相關通報(含4,504,860例排除)，其中16,648例確診，分別為2,004例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/j64gUcFiy8FFvnjgoM5oyw?typeid=9
2021-12-03,4507035.0,4488710.0,1993.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,507,035例新型冠狀病毒肺炎相關通報(含4,488,710例排除)，其中16,637例確診，分別為1,993例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/Np-A0yrPBcpPrd8Kd2z18A?typeid=9
2021-12-02,4491850.0,4473526.0,1982.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,491,850例新型冠狀病毒肺炎相關通報(含4,473,526例排除)，其中16,626例確診，分別為1,982例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/TejSFjyPpHPOxcpKU26DyQ?typeid=9
2021-12-01,4475425.0,4457677.0,1965.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,475,425例新型冠狀病毒肺炎相關通報(含4,457,677例排除)，其中16,609例確診，分別為1,965例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/GrUNWEYBePWBA55X5f08Fg?typeid=9
2021-11-30,4456652.0,4438954.0,1957.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,456,652例新型冠狀病毒肺炎相關通報(含4,438,954例排除)，其中16,601例確診，分別為1,957例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/K4mTgO4hBZ97ER1dRHGqxQ?typeid=9
2021-11-29,4439574.0,4421667.0,1952.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,439,574例新型冠狀病毒肺炎相關通報(含4,421,667例排除)，其中16,596例確診，分別為1,952例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/HWZBo7OcNi_zzoXb5_g2SA?typeid=9
2021-11-28,4426033.0,4407812.0,1944.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,426,033例新型冠狀病毒肺炎相關通報(含4,407,812例排除)，其中16,588例確診，分別為1,944例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/ANy77Zi3gOROMqIijYiUbQ?typeid=9
2021-11-27,4411374.0,4393040.0,1934.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,411,374例新型冠狀病毒肺炎相關通報(含4,393,040例排除)，其中16,578例確診，分別為1,934例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/l5TWIq4FmR_R3yAuW40-iA?typeid=9
2021-11-26,4394659.0,4376567.0,1922.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,394,659例新型冠狀病毒肺炎相關通報(含4,376,567例排除)，其中16,566例確診，分別為1,922例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/HmvNzwP3vf9nQ5sY1ytBGQ?typeid=9
2021-11-25,4379297.0,4361713.0,1910.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,379,297例新型冠狀病毒肺炎相關通報(含4,361,713例排除)，其中16,554例確診，分別為1,910例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/1WLl7HD9AYA6QZmTAf-qjg?typeid=9
2021-11-24,4362664.0,4345303.0,1900.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,362,664例新型冠狀病毒肺炎相關通報(含4,345,303例排除)，其中16,544例確診，分別為1,900例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/v91dh_siOb-jL1BTtM81YA?typeid=9
2021-11-23,4344910.0,4327506.0,1895.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,344,910例新型冠狀病毒肺炎相關通報(含4,327,506例排除)，其中16,539例確診，分別為1,895例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/OGUtDMOpS5rTUAYpIm6kVw?typeid=9
2021-11-22,4329722.0,4311443.0,1888.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,329,722例新型冠狀病毒肺炎相關通報(含4,311,443例排除)，其中16,532例確診，分別為1,888例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/7qupV9kyYlkuk37zwg0mLg?typeid=9
2021-11-21,4310870.0,4292189.0,1885.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,310,870例新型冠狀病毒肺炎相關通報(含4,292,189例排除)，其中16,529例確診，分別為1,885例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/ieTDWsiSNwE9NY2TRZzKvw?typeid=9
2021-11-20,4302507.0,4284291.0,1876.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,302,507例新型冠狀病毒肺炎相關通報(含4,284,291例排除)，其中16,520例確診，分別為1,876例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/JJzOZY2_lg-V33ogFMVd5g?typeid=9
2021-11-19,4286175.0,4268229.0,1872.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,286,175例新型冠狀病毒肺炎相關通報(含4,268,229例排除)，其中16,516例確診，分別為1,872例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/tFySUoiCnd9HG9qnBHndRw?typeid=9
2021-11-18,4270506.0,4252832.0,1862.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,270,506例新型冠狀病毒肺炎相關通報(含4,252,832例排除)，其中16,506例確診，分別為1,862例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/EtHTzzdCFfoR-66C-ItUoQ?typeid=9
2021-11-17,4253041.0,4235333.0,1859.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,253,041例新型冠狀病毒肺炎相關通報(含4,235,333例排除)，其中16,503例確診，分別為1,859境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/Ak6ZsUM4a7-N-UI_lHX14A?typeid=9
2021-11-16,4233503.0,4215865.0,1854.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,233,503例新型冠狀病毒肺炎相關通報(含4,215,865例排除)，其中16,498例確診，分別為1,854境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/J41JJ6dzZfqy1ZYVDqEwvQ?typeid=9
2021-11-15,4214628.0,4197177.0,1852.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,214,628例新型冠狀病毒肺炎相關通報(含4,197,177例排除)，其中16,496例確診，分別為1,852境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/2SDmxu_mnbybY1b5n-xmEg?typeid=9
2021-11-14,4204877.0,4187224.0,1843.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,204,877例新型冠狀病毒肺炎相關通報(含4,187,224例排除)，其中16,487例確診，分別為1,843例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。 2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/ZvwbjrNCdxAFdLYGLdouhw?typeid=9
2021-11-13,4190369.0,4172536.0,1835.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,190,369例新型冠狀病毒肺炎相關通報(含4,172,536例排除)，其中16,479例確診，分別為1,835例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。 2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/hf2cHSSfcVQqDCdK-XgnQA?typeid=9
2021-11-12,4173901.0,4156168.0,1831.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,173,901例新型冠狀病毒肺炎相關通報(含4,156,168例排除)，其中16,475例確診，分別為1,831例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。 2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/i4tBoGxONGJsZZ-YJq-l7A?typeid=9
2021-11-11,4158324.0,4140882.0,1821.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,158,324例新型冠狀病毒肺炎相關通報(含4,140,882例排除)，其中16,465例確診，分別為1,821例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/Bz9toKxljqj6Um8uzHXgfw?typeid=9
2021-11-10,4141250.0,4124074.0,1821.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,141,250例新型冠狀病毒肺炎相關通報(含4,124,074例排除)，其中16,456例確診，分別為1,812例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/boDz9Vy1yYA66D-vogZIfA?typeid=9
2021-11-09,4122554.0,4104900.0,1807.0,14590.0,36.0,15.0,848.0,,,"指揮中心統計，截至目前國內累計4,122,554例新型冠狀病毒肺炎相關通報(含4,104,900例排除)，其中16,451例確診，分別為1,807例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/HvKi4gbPrFOU4dRioTHCnA?typeid=9
2021-11-08,4104940.0,4086462.0,1801.0,14590.0,36.0,15.0,847.0,,,"指揮中心統計，截至目前國內累計4,104,940例新型冠狀病毒肺炎相關通報(含4,086,462例排除)，其中16,445例確診，分別為1,801例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計847例COVID-19死亡病例，其中835例本土，個案居住縣市分布為新北市412例、臺北市320例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/Y7IxkM6KGVLWpyLFzogV7Q?typeid=9
2021-11-07,4093712.0,4075118.0,1798.0,14590.0,36.0,15.0,847.0,,,"指揮中心統計，截至目前國內累計4,093,712例新型冠狀病毒肺炎相關通報(含4,075,118例排除)，其中16,442例確診，分別為1,798例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計847例COVID-19死亡病例，其中835例本土，個案居住縣市分布為新北市412例、臺北市320例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/5NsxVKHcrJSa_WIK36oWPw?typeid=9
2021-11-06,4077222.0,4059292.0,1794.0,14590.0,36.0,15.0,847.0,,,"指揮中心統計，截至目前國內累計4,077,222例新型冠狀病毒肺炎相關通報(含4,059,292例排除)，其中16,438例確診，分別為1,794例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另昨(5)日公布之本土個案(案16547)，經評估「個案無症狀且一採PCR陽性(CT=40)檢體經疾管署昆陽實驗室複驗為陰性、二及三採檢體經昆陽實驗室檢驗PCR陰性、7名家戶接觸者PCR陰性/anti-N抗體陰性且無症狀」，指揮中心決定案16547排除感染並同步銷號，接觸者可即刻解除居家隔離。相關統計移除，累計111例移除為空號。2020年起累計847例COVID-19死亡病例，其中835例本土，個案居住縣市分布為新北市412例、臺北市320例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/ZTMhGgQN9WgflbF5Bt8FYQ?typeid=9
2021-11-05,4058655.0,4040892.0,1792.0,14591.0,36.0,15.0,847.0,,,"指揮中心統計，截至目前國內累計4,058,655例新型冠狀病毒肺炎相關通報(含4,040,892例排除)，其中16,437例確診，分別為1,792例境外移入，14,591例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計110例移除為空號。2020年起累計847例COVID-19死亡病例，其中835例本土，個案居住縣市分布為新北市412例、臺北市320例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/HwWF9NUR7XdwYLgs-PPOoQ?typeid=9
2021-11-04,4041662.0,4024164.0,1786.0,14590.0,36.0,15.0,847.0,,,"指揮中心統計，截至目前國內累計4,041,662例新型冠狀病毒肺炎相關通報(含4,024,164例排除)，其中16,430例確診，分別為1,786例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計110例移除為空號。2020年起累計847例COVID-19死亡病例，其中835例本土，個案居住縣市分布為新北市412例、臺北市320例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/UICMHo8u9mB6uDCbY5Nmjg?typeid=9
2021-11-03,4022866.0,4005367.0,1785.0,14589.0,36.0,15.0,847.0,,,"指揮中心統計，截至目前國內累計4,022,866例新型冠狀病毒肺炎相關通報(含4,005,367例排除)，其中16,428例確診，分別為1,785例境外移入，14,589例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計110例移除為空號。2020年起累計847例COVID-19死亡病例，其中835例本土，個案居住縣市分布為新北市412例、臺北市320例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/wQ9H_MjRI35UFF55eXCFLQ?typeid=9
2021-11-02,4001733.0,3984278.0,1778.0,14589.0,36.0,15.0,847.0,,,"指揮中心統計，截至目前國內累計4,001,733例新型冠狀病毒肺炎相關通報(含3,984,278例排除)，其中16,421例確診，分別為1,778例境外移入，14,589例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計110例移除為空號。2020年起累計847例COVID-19死亡病例，其中835例本土，個案居住縣市分布為新北市412例、臺北市320例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。",https://www.cdc.gov.tw/Bulletin/Detail/jbeb5DyhqNI0BCkqklh95A?typeid=9
